2013-04-22T20:20:10.287287,0.00358563,446273,8952
2013-04-22T20:24:02.725794,0.00358563,436780,8956
2013-04-22T20:30:01.859238,0.00358563,423760,8964
2013-04-22T21:00:01.929899,0.00358563,353620,8998
2013-04-22T21:30:02.363443,0.00358563,1690777,9139
2013-04-22T22:00:01.436636,0.00358563,2019693,9379
2013-04-22T22:30:01.794579,0.00358563,1375014,9571
2013-04-22T23:00:01.865779,0.00358563,827224,9669
2013-04-22T23:30:01.955984,0.00358563,769046,9760
2013-04-23T00:00:02.027385,0.00358563,603336,9821
2013-04-23T00:30:01.116974,0.00358563,579135,9890
2013-04-23T01:00:01.187934,0.00358563,611724,9962
2013-04-23T01:30:01.277549,0.00358563,607901,10031
2013-04-23T02:00:01.348973,0.00238493,349995,10084
2013-04-23T02:30:01.437857,0.00238493,378793,10158
2013-04-23T03:00:01.511540,0.00238493,463318,10239
2013-04-23T03:30:01.600787,0.00238493,492856,10322
2013-04-23T04:00:01.672620,0.00238493,376819,10371
2013-04-23T04:30:01.763360,0.00238493,376357,10447
2013-04-23T05:00:01.834324,0.00238493,426948,10522
2013-04-23T05:30:01.930203,0.00238493,432354,10602
2013-04-23T06:00:02.001589,0.00238493,478095,10685
2013-04-23T06:30:01.873047,0.00238493,727758,10811
2013-04-23T07:00:01.945017,0.00238493,629704,10924
2013-04-23T07:30:02.034515,0.00238493,489324,11004
2013-04-23T08:00:01.105271,0.00238493,408095,11071
2013-04-23T08:30:01.197656,0.00238493,427542,11150
2013-04-23T09:00:01.269012,0.00238493,473673,11235
2013-04-23T09:30:01.358329,0.00238493,488546,11318
2013-04-23T10:00:01.431617,0.00238493,546304,11417
2013-04-23T10:30:01.551037,0.00238493,460886,11493
2013-04-23T11:00:01.625378,0.00238493,505628,11579
2013-04-23T11:30:01.723748,0.00238493,467192,11654
2013-04-23T12:00:01.795047,0.00238493,467548,11736
2013-04-23T12:30:01.904825,0.00238493,394348,11802
2013-04-23T13:00:01.979512,0.00238493,452072,11885
2013-04-23T13:30:01.071837,0.00238493,425176,11955
2013-04-23T14:00:01.142614,0.00238493,442152,12042
2013-04-23T14:30:01.231736,0.00160842,309318,12119
2013-04-23T15:00:01.302790,0.00160842,411401,12224
2013-04-23T15:30:01.396977,0.00160842,370077,12319
2013-04-23T16:00:01.470698,0.00160842,404180,12426
2013-04-23T16:30:01.559716,0.00160842,427526,12541
2013-04-23T17:00:01.630961,0.00160842,385031,12639
2013-04-23T17:30:01.723401,0.00160842,393437,12742
2013-04-23T18:00:01.793916,0.00160842,401439,12850
2013-04-23T18:30:01.885580,0.00160842,403589,12957
2013-04-23T19:00:01.956461,0.00160842,397589,13062
2013-04-23T19:30:02.044965,0.00160842,1695241,13369
2013-04-23T20:00:01.115978,0.00160842,626112,13617
2013-04-23T20:30:01.204680,0.00160842,339603,13704
2013-04-23T21:00:01.284260,0.00160842,662119,13850
2013-04-23T21:30:01.389782,0.00160842,470472,13973
2013-04-23T22:00:01.460658,0.00160842,352904,14064
2013-04-23T22:30:01.552932,0.00172858,419644,14167
2013-04-23T23:00:01.623853,0.00172858,657979,14328
2013-04-23T23:30:01.713310,0.00172858,582290,14477
2013-04-24T00:00:01.784005,0.00172858,1538695,14776
2013-04-24T00:30:01.879285,0.00172858,1693734,15171
2013-04-24T01:00:01.953688,0.00172858,1554807,15564
2013-04-24T01:30:02.048584,0.00172858,616542,15768
2013-04-24T02:00:01.120638,0.00172858,770012,15948
2013-04-24T02:30:01.211224,0.00172858,631399,16097
2013-04-24T03:00:01.282491,0.00155466,416025,16207
2013-04-24T03:30:01.371976,0.00155466,968880,16432
2013-04-24T04:00:01.497975,0.00155466,2049269,16796
2013-04-24T04:30:01.587557,0.00155466,3761804,17652
2013-04-24T05:00:01.774160,0.00194696,5253695,18673
2013-04-24T05:30:01.863612,0.00194696,5145927,19842
2013-04-24T06:00:01.934426,0.00428524,8593763,20776
2013-04-24T06:30:02.023743,0.00428524,8593763,21630
2013-04-24T07:00:01.629016,0.01655359,13694467,22247
2013-04-24T07:30:01.718538,0.01655359,7285784,22496
2013-04-24T08:00:01.789313,0.01655359,8980687,22706
2013-04-24T08:30:01.880990,0.01655359,7777258,22905
2013-04-24T09:00:01.951783,0.01655359,9458595,23144
2013-04-24T09:30:02.041752,0.01655359,10341397,23400
2013-04-24T10:00:01.112909,0.01655359,11865998,23664
2013-04-24T10:30:01.208693,0.01655359,11623505,23937
2013-04-24T11:00:01.284000,0.06622092,37178649,24202
2013-04-24T11:30:01.377144,0.06622092,17082082,24302
2013-04-24T12:00:01.448927,0.06622092,19425156,24428
2013-04-24T12:30:01.537948,0.06622092,22468729,24573
2013-04-24T13:00:01.655400,0.06622092,21317926,24702
2013-04-24T13:05:01.792797,0.06622092,21976819,24725
2013-04-24T13:10:01.915288,0.06622092,22647644,24754
